"Residential Sector Key Indicators and Consumption (merged AEO vintages)"
"https://github.com/NatLabRockies/buildstock-weatherreg/tree/main/projections/merge_aeo.py"
"Most-recent-vintage-wins per (row, year); years 2007-2050"
"Source: U.S. Energy Information Administration (AEO 2010, 2012, 2018, 2025)"
Unnamed: 0,full name,Unnamed: 0,api key,units,Growth (2024-2050),2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Other Uses,Residential: Electricity: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_RESD_OTHU_ELC_NA_USA_QBTU.A,quads,1.4%,0.858253,0.887106,0.900413,0.919957,0.910208,0.905481,0.90224,0.911693,0.923481,1.392567,1.46616,1.530673,1.559807,1.562589,1.561807,1.563336,1.56283,1.953006,1.884278,1.931988,1.982413,2.026032,2.060728,2.090638,2.117634,2.146441,2.174164,2.20434,2.236526,2.273202,2.312559,2.352709,2.394594,2.436299,2.475253,2.512866,2.549358,2.585523,2.621961,2.658156,2.695586,2.735086,2.77698,2.821581
,Residential: Electricity: Personal Computers and Related Equipment: Reference case,,,,,0.151789,0.167727,0.169079,0.171668,0.176915,0.180695,0.18216,0.186402,0.189105,0.195134,0.200904,0.206409,0.211774,0.216563,0.221657,0.225276,0.22918,0.233293,0.237432,0.241451,0.245372,0.249152,0.252774,0.256076,0.259087,0.261842,0.264536,0.267032,0.269384,,,,,,,,,,,,,,,
Purchased Electricity at Residential Location,Residential: Electricity: Purchased Electricity at Residential Location: Reference case,Purchased Electricity at Residential Location,AEO.2025.REF2025.CNSM_NA_RESD_PURCHELEC_ELC_NA_USA_QBTU.A,quads,1.2%,,,,,,,,,,,,,,,,,,5.141961,5.080516,5.153146,5.2448,5.32286,5.377896,5.425843,5.466054,5.521938,5.585111,5.658194,5.746442,5.847302,5.955903,6.065003,6.175995,6.279131,6.373762,6.460274,6.540107,6.612047,6.679756,6.741401,6.801768,6.861941,6.925407,6.992761
Purchased Electricity for Electric Vehicle Charging,Residential: Electricity: Purchased Electricity for EV Charging: Reference case,Purchased Electricity for Electric Vehicle Charging,AEO.2025.REF2025.CNSM_NA_RESD_EVCHRING_ELC_NA_USA_QBTU.A,quads,14.7%,,,,,,,,,,,,,,,,,,0.044338,0.066173,0.098436,0.14111,0.193573,0.256284,0.33242,0.409846,0.496442,0.583282,0.672002,0.758603,0.843388,0.92649,1.006361,1.082086,1.153167,1.218972,1.279112,1.333236,1.381136,1.424624,1.463253,1.498454,1.529713,1.558283,1.58482
Refrigeration,Residential: Electricity: Refrigeration: Reference case,Refrigeration,AEO.2025.REF2025.CNSM_NA_RESD_REFR_ELC_NA_USA_QBTU.A,quads,0.0%,0.380936,0.376102,0.376094,0.372153,0.369824,0.372036,0.370079,0.368673,0.368767,0.344974,0.339737,0.335167,0.331088,0.327496,0.324359,0.321668,0.319372,0.351479,0.349735,0.348967,0.348117,0.347167,0.346545,0.343723,0.34116,0.338841,0.336676,0.334643,0.332863,0.331496,0.330528,0.32999,0.329876,0.330177,0.33087,0.331958,0.333433,0.335307,0.337657,0.340484,0.343776,0.347054,0.350324,0.353572
Space Cooling,Residential: Electricity: Space Cooling: Reference case,Space Cooling,AEO.2025.REF2025.CNSM_NA_RESD_SPC_ELC_NA_USA_QBTU.A,quads,1.1%,0.909859,0.774865,0.811169,1.076956,1.126543,0.984914,1.018272,1.016678,1.014549,0.876468,0.722569,0.694185,0.781163,0.778089,0.77927,0.784434,0.790409,0.997022,0.952024,0.970754,0.989439,1.001911,1.007111,1.009958,1.011506,1.014782,1.022944,1.032842,1.046309,1.063219,1.082605,1.102582,1.124203,1.145322,1.165789,1.185066,1.203918,1.222261,1.240288,1.257842,1.275672,1.294269,1.31461,1.336442
Space Heating,Residential: Electricity: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_HHD_RESD_SPH_ELC_NA_USA_QBTU.A,quads,-0.3%,0.266463,0.283867,0.28415,0.296473,0.273694,0.282683,0.273525,0.275185,0.277466,0.302287,0.291865,0.363316,0.34728,0.343582,0.340285,0.337959,0.336008,0.528008,0.582476,0.585446,0.589242,0.58996,0.586544,0.580897,0.574289,0.568069,0.562562,0.556635,0.552012,0.549099,0.547005,0.544748,0.542432,0.539449,0.535505,0.530897,0.52574,0.520007,0.514248,0.508134,0.50211,0.496524,0.491802,0.487608
Televisions and Related Equipment,Residential: Electricity: Televisions: Reference case,Televisions and Related Equipment,AEO.2025.REF2025.CNSM_NA_RESD_TVR_ELC_NA_USA_QBTU.A,quads,-0.9%,,,,,,,,,,0.282169,0.277008,0.272218,0.266745,0.260938,0.256378,0.253109,0.250733,0.129367,0.126506,0.125161,0.124301,0.122905,0.120804,0.118435,0.116045,0.113888,0.111767,0.109894,0.108378,0.107259,0.106362,0.105612,0.105018,0.104502,0.103976,0.10344,0.102969,0.102593,0.102397,0.102319,0.102347,0.102535,0.102876,0.103381
Water Heating,Residential: Electricity: Water Heating: Reference case,Water Heating,AEO.2025.REF2025.CNSM_NA_RESD_WTHT_ELC_NA_USA_QBTU.A,quads,-2.8%,0.427313,0.432497,0.441641,0.446815,0.445891,0.457269,0.461252,0.467837,0.469217,0.443503,0.446386,0.448208,0.447516,0.44415,0.442184,0.441496,0.441352,0.472665,0.459135,0.449509,0.440382,0.428532,0.408225,0.385195,0.361186,0.3392,0.31928,0.301619,0.286306,0.273523,0.262915,0.254061,0.24703,0.241562,0.237436,0.234766,0.23363,0.232179,0.230608,0.228898,0.227251,0.225851,0.224807,0.224165
Delivered Energy,Residential: Energy Consumption by End Use: Delivered Energy: Reference case,Delivered Energy,AEO.2025.REF2025.CNSM_NA_RESD_DELE_DEE_NA_USA_QBTU.A,quads,0.5%,,,,,,,,,,,,,,,,,,10.994446,11.365569,11.44906,11.543467,11.617261,11.644009,11.656363,11.64792,11.639283,11.645864,11.662761,11.706402,11.769659,11.846233,11.926542,12.008631,12.080627,12.138797,12.186749,12.226793,12.260533,12.29175,12.31774,12.34452,12.373501,12.408449,12.449035
On-site Generation for Own Use,Residential: Energy Consumption by End Use: Generation for Own Use: Reference case,On-site Generation for Own Use,AEO.2025.REF2025.GEN_NA_RESD_GFO_DEE_NA_USA_QBTU.A,quads,6.0%,,,,,,,,,,,,,,,,,,0.175881,0.200002,0.224552,0.247127,0.270566,0.294292,0.319587,0.34653,0.373285,0.39985,0.425746,0.446072,0.466922,0.488208,0.509847,0.53195,0.554443,0.577305,0.600774,0.624535,0.64883,0.673772,0.69935,0.72534,0.752123,0.779537,0.807279
Gross End-use Electricity Consumption,Residential: Energy Consumption by End Use: Gross End-use Consumption: Reference case,Gross End-use Electricity Consumption,AEO.2025.REF2025.CNSM_NA_RESD_TUS_DEE_NA_USA_QBTU.A,quads,0.2%,,,,,,,,,,,,,,,,,,11.125989,11.499397,11.575176,11.649483,11.694254,11.682017,11.643529,11.584605,11.516126,11.462432,11.416505,11.393871,11.393192,11.407951,11.430028,11.458496,11.481903,11.49713,11.508411,11.518092,11.528227,11.540898,11.553836,11.571407,11.595912,11.629703,11.671494
Purchased Electricity for Electric Vehicle Charging,Residential: Energy Consumption by End Use: Purchased Electricity for EV Charging: Reference case,Purchased Electricity for Electric Vehicle Charging,AEO.2025.REF2025.CNSM_NA_RESD_PUELEVCHRG_DEE_NA_USA_QBTU.A,quads,14.7%,,,,,,,,,,,,,,,,,,0.044338,0.066173,0.098436,0.14111,0.193573,0.256284,0.33242,0.409846,0.496442,0.583282,0.672002,0.758603,0.843388,0.92649,1.006361,1.082086,1.153167,1.218972,1.279112,1.333236,1.381136,1.424624,1.463253,1.498454,1.529713,1.558283,1.58482
Delivered Energy Consumption,Residential: Energy Intensity per Square Foot: Delivered Energy Consumption: Reference case,Delivered Energy Consumption,AEO.2025.REF2025.INY_HHD_RESD_TEN_NA_NA_USA_THBTUPSQFT.A,thousand Btu/sq ft,-1.2%,,,,,,,,,,,,,,,,,,51.481226,52.359756,51.833608,51.321776,50.693892,49.826051,48.863845,47.83414,46.795767,45.858718,44.99546,44.274513,43.663788,43.139103,42.664751,42.236749,41.807675,41.367069,40.926096,40.497269,40.082082,39.681389,39.287817,38.917304,38.575552,38.269215,37.994096
,Residential: Energy Intensity per Square Foot: Delivered Energy Use: Reference case,,,,,60.807869,60.37056,59.411041,61.787365,60.90379,60.103249,57.959843,57.163017,56.208492,53.210938,52.640705,54.612801,53.291431,52.250195,51.313671,50.496674,49.700268,48.922928,48.184433,47.561394,46.986286,46.461887,45.942703,45.366779,44.816017,44.287193,43.777069,43.307034,42.849319,42.393127,41.9547,41.52523,41.120705,40.691833,40.285942,39.897938,39.534229,39.190857,38.850021,38.516808,38.187057,37.84304,37.504265,37.18811
Gross End-use Consumption,Residential: Energy Intensity per Square Foot: Gross End-use Consumption: Reference case,Gross End-use Consumption,AEO.2025.REF2025.INY_HHD_RESD_DELE_NA_NA_USA_THBTUPSQFT.A,thousand Btu/sq ft,-0.9%,,,,,,,,,,,,,,,,,,52.308118,53.286534,52.859045,52.434089,51.894558,51.1137,50.24289,49.309123,48.363426,47.51625,46.738439,46.078495,45.529711,45.0678,44.656703,44.293012,43.928934,43.554049,43.180237,42.819005,42.472514,42.141673,41.819114,41.519934,41.251146,41.018691,40.817294
,Residential: Energy Intensity per Square Foot: Total Energy Use: Reference case,,,,,116.39489,114.633591,111.751907,116.809273,115.763145,111.989662,108.248077,106.142044,104.132492,101.652336,98.723312,100.891701,99.234383,97.004066,94.836205,92.990768,91.218178,89.846451,88.468758,87.367744,86.324326,85.370819,84.500069,83.415329,82.325348,81.367699,80.497116,79.697571,78.977028,78.221901,77.505219,76.786461,76.122986,75.362671,74.596527,73.846542,73.17318,72.539452,71.877235,71.244637,70.631805,69.982063,69.352638,68.681068
Purchased Electricity for Electric Vehicle Charging,Residential: Generation for Own Use: Purchased Electricity for EV Charging: Reference case,Purchased Electricity for Electric Vehicle Charging,AEO.2025.REF2025.GEN_NA_RESD_PUELEVCHRG_TEE_NA_USA_QBTU.A,quads,12.9%,,,,,,,,,,,,,,,,,,0.107358,0.157625,0.226029,0.317112,0.428976,0.559619,0.708475,0.853644,0.991315,1.133285,1.26911,1.39909,1.515244,1.621038,1.725237,1.821102,1.926955,2.02723,2.114655,2.200022,2.271789,2.333577,2.382077,2.426417,2.469783,2.503219,2.532727
On-site Generation for Own Use,Residential: Generation for Own Use: Total Gross End-use Consumption: Reference case,On-site Generation for Own Use,AEO.2025.REF2025.GEN_NA_RESD_GFO_TEE_NA_USA_QBTU.A,quads,6.0%,,,,,,,,,,,,,,,,,,0.175881,0.200002,0.224552,0.247127,0.270566,0.294292,0.319587,0.34653,0.373285,0.39985,0.425746,0.446072,0.466922,0.488208,0.509847,0.53195,0.554443,0.577305,0.600774,0.624535,0.64883,0.673772,0.69935,0.72534,0.752123,0.779537,0.807279
East North Central,Residential: Heating Degree Days: East North Central: Reference case,East North Central,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_ENC_HDD.A,HDD,0.2%,,,6542.0,6209.0,6381.0,6479.0,6216.0,6215.0,6215.0,5703.0,5671.0,6257.0,6145.0,6138.0,6131.0,6123.0,6116.0,5306.0,5952.0,5937.0,5923.0,5908.0,5894.0,5879.0,5864.0,5850.0,5835.0,5820.0,5806.0,5791.0,5776.0,5762.0,5747.0,5732.0,5717.0,5703.0,5688.0,5673.0,5658.0,5644.0,5629.0,5614.0,5599.0,5585.0
East South Central,Residential: Heating Degree Days: East South Central: Reference case,East South Central,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_ESC_HDD.A,HDD,-0.2%,,,3599.0,4003.0,3475.0,3531.0,3472.0,3473.0,3474.0,3093.0,2862.0,3415.0,3364.0,3359.0,3354.0,3349.0,3344.0,3024.0,3161.0,3148.0,3136.0,3123.0,3111.0,3098.0,3086.0,3073.0,3060.0,3048.0,3035.0,3022.0,3009.0,2996.0,2984.0,2971.0,2958.0,2945.0,2933.0,2920.0,2907.0,2894.0,2881.0,2869.0,2856.0,2843.0
Middle Atlantic,Residential: Heating Degree Days: Middle Atlantic: Reference case,Middle Atlantic,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_MATL_HDD.A,HDD,-0.1%,,,5798.0,5453.0,5579.0,5929.0,5588.0,5588.0,5588.0,5363.0,5345.0,5741.0,5528.0,5512.0,5496.0,5480.0,5464.0,4981.0,5319.0,5298.0,5277.0,5256.0,5235.0,5214.0,5193.0,5172.0,5151.0,5130.0,5109.0,5088.0,5068.0,5047.0,5026.0,5005.0,4984.0,4963.0,4943.0,4922.0,4901.0,4880.0,4859.0,4838.0,4818.0,4797.0
Mountain,Residential: Heating Degree Days: Mountain: Reference case,Mountain,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_MTN_HDD.A,HDD,-0.0%,,,4852.0,4808.0,5022.0,5108.0,4787.0,4784.0,4780.0,4615.0,4746.0,4846.0,4817.0,4804.0,4791.0,4777.0,4764.0,4753.0,4877.0,4871.0,4865.0,4858.0,4851.0,4844.0,4837.0,4830.0,4823.0,4816.0,4809.0,4802.0,4796.0,4789.0,4782.0,4776.0,4769.0,4763.0,4756.0,4750.0,4744.0,4737.0,4731.0,4725.0,4718.0,4712.0
New England,Residential: Heating Degree Days: New England: Reference case,New England,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_NENGL_HDD.A,HDD,-0.2%,,,6649.0,5944.0,6320.0,6633.0,6348.0,6348.0,6349.0,5934.0,6080.0,6365.0,6130.0,6111.0,6093.0,6074.0,6056.0,5643.0,5924.0,5901.0,5879.0,5856.0,5833.0,5810.0,5787.0,5764.0,5741.0,5718.0,5695.0,5672.0,5649.0,5626.0,5603.0,5579.0,5556.0,5533.0,5510.0,5487.0,5464.0,5440.0,5417.0,5394.0,5371.0,5348.0
Pacific,Residential: Heating Degree Days: Pacific: Reference case,Pacific,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_PCF_HDD.A,HDD,-0.3%,,,3188.0,3202.0,3413.0,3346.0,3127.0,3129.0,3130.0,3033.0,3401.0,3456.0,3291.0,3282.0,3274.0,3265.0,3256.0,3352.0,3290.0,3283.0,3277.0,3270.0,3263.0,3256.0,3249.0,3242.0,3234.0,3227.0,3219.0,3212.0,3204.0,3197.0,3189.0,3181.0,3174.0,3166.0,3158.0,3150.0,3143.0,3135.0,3127.0,3119.0,3112.0,3104.0
South Atlantic,Residential: Heating Degree Days: South Atlantic: Reference case,South Atlantic,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_SATL_HDD.A,HDD,-0.6%,,,2839.0,3183.0,2666.0,2786.0,2738.0,2733.0,2728.0,2452.0,2266.0,2633.0,2561.0,2552.0,2542.0,2533.0,2524.0,2271.0,2344.0,2329.0,2313.0,2298.0,2283.0,2267.0,2251.0,2235.0,2220.0,2204.0,2188.0,2173.0,2157.0,2141.0,2125.0,2110.0,2094.0,2079.0,2063.0,2047.0,2032.0,2016.0,2001.0,1985.0,1970.0,1955.0
United States,Residential: Heating Degree Days: United States: Reference case,United States,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_USA_HDD.A,HDD,-0.2%,,,4408.393555,4382.203613,4333.692383,4417.765625,4222.371582,4215.247559,4208.181152,3879.373535,3895.865723,4235.965332,4122.106445,4107.050781,4091.964355,4076.875977,4062.125732,3753.963623,3970.740234,3953.677002,3936.880859,3919.869385,3903.102051,3885.979736,3868.949219,3852.031982,3835.063477,3818.086426,3801.113525,3784.343506,3767.477539,3750.667725,3733.826904,3716.998779,3700.157715,3683.523926,3666.836426,3649.887939,3633.344727,3616.676758,3600.134277,3583.570068,3567.737793,3551.74585
West North Central,Residential: Heating Degree Days: West North Central: Reference case,West North Central,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_WNC_HDD.A,HDD,0.3%,,,6837.0,6585.0,6838.0,6769.0,6454.0,6455.0,6456.0,5787.0,6049.0,6503.0,6403.0,6398.0,6392.0,6386.0,6380.0,5716.0,6383.0,6376.0,6369.0,6362.0,6355.0,6348.0,6341.0,6334.0,6327.0,6319.0,6312.0,6304.0,6297.0,6289.0,6282.0,6274.0,6267.0,6259.0,6252.0,6244.0,6236.0,6229.0,6221.0,6213.0,6206.0,6198.0
West South Central,Residential: Heating Degree Days: West South Central: Reference case,West South Central,AEO.2025.REF2025.KEI_HDD_RESD_NA_NA_NA_WSC_HDD.A,HDD,-0.1%,,,2198.0,2503.0,2180.0,2158.0,2159.0,2157.0,2156.0,1752.0,1635.0,2019.0,2006.0,1998.0,1989.0,1981.0,1973.0,1844.0,1949.0,1942.0,1935.0,1928.0,1921.0,1914.0,1907.0,1900.0,1893.0,1886.0,1879.0,1872.0,1865.0,1858.0,1852.0,1845.0,1838.0,1831.0,1825.0,1818.0,1811.0,1805.0,1798.0,1791.0,1785.0,1778.0
Delivered Energy Consumption,Residential: Household Energy Intensity: Delivered Energy Consumption: Reference case,Delivered Energy Consumption,AEO.2025.REF2025.INY_HHD_RESD_TEN_NA_NA_USA_MILLBTUPHOSD.A,MMBtu/household,-0.9%,,,,,,,,,,,,,,,,,,84.632916,86.420684,85.860417,85.305018,84.533544,83.336241,81.963045,80.460485,78.932303,77.56926,76.325927,75.316367,74.487417,73.803044,73.201228,72.674828,72.141934,71.585547,71.024617,70.478314,69.947665,69.435988,68.930911,68.460901,68.035737,67.66717,67.34846
,Residential: Household Energy Intensity: Delivered Energy Use: Reference case,,,,,100.060982,100.104652,97.796295,102.128433,101.101448,100.160805,96.928139,95.925949,94.629662,90.692848,90.16523,93.998558,92.160416,90.774849,89.544151,88.497688,87.471275,86.461899,85.504974,84.734787,84.032921,83.404434,82.774467,82.035362,81.331467,80.651489,79.996109,79.409073,78.840714,78.268852,77.724098,77.190887,76.695541,76.148834,75.6399,75.155403,74.713135,74.307976,73.907494,73.519356,73.132462,72.713051,72.294144,71.913811
Gross End-use Consumption,Residential: Household Energy Intensity: Gross End-use Consumption: Reference case,Gross End-use Consumption,AEO.2025.REF2025.INY_HHD_RESD_DELE_NA_NA_USA_MILLBTUPHOSD.A,MMBtu/household,-0.7%,,,,,,,,,,,,,,,,,,85.992292,87.950348,87.559013,87.153859,86.535689,85.489891,84.276224,82.941515,81.576537,80.372948,79.282547,78.385162,77.670552,77.102687,76.618883,76.212944,75.802308,75.370105,74.936534,74.518884,74.119235,73.741085,73.372099,73.039285,72.754685,72.528763,72.352868
,Residential: Household Energy Intensity: Total Energy Use: Reference case,,,,,191.530914,190.081985,183.954407,193.074234,192.169006,186.628418,181.026794,178.11824,175.311996,173.2565,169.097473,173.652954,171.61261,168.526245,165.492493,162.97049,160.541809,158.786392,156.990936,155.65329,154.387283,153.250427,152.242859,150.837402,149.402863,148.178864,147.096558,146.135864,145.313965,144.418182,143.583984,142.737671,141.979416,141.030243,140.060623,139.104095,138.285172,137.538696,136.737793,135.988922,135.267761,134.466187,133.685867,132.814423
Average House Square Footage,Residential: Key Indicators: Average House Square Footage: Reference case,Average House Square Footage,AEO.2025.REF2025.KEI_HHD_RESD_NA_NA_NA_USA_SQFT.A,sq ft,0.3%,1645.526855,1658.170044,1646.096313,1652.901611,1660.018921,1666.479004,1672.332642,1678.112061,1683.547485,1704.402466,1712.842285,1721.181763,1729.366455,1737.311157,1745.034912,1752.5448,1759.975952,1643.956909,1650.517334,1656.46228,1662.160278,1667.529175,1672.543579,1677.376099,1682.072388,1686.740234,1691.483398,1696.302856,1701.122437,1705.931152,1710.81543,1715.730835,1720.653931,1725.566772,1730.495972,1735.435913,1740.322632,1745.110596,1749.837646,1754.511108,1759.137817,1763.700928,1768.18811,1772.603271
Mobile Homes,Residential: Key Indicators: Households: Mobile Homes: Reference case,Mobile Homes,AEO.2025.REF2025.KEI_HHD_RESD_MBH_NA_NA_USA_MILL.A,millions,0.1%,6.772915,6.737943,6.647691,6.558073,6.464696,6.405549,6.317241,6.26567,6.254929,5.84358,5.737262,5.640058,5.551438,5.477585,5.40916,5.351494,5.299528,6.755902,6.748549,6.770342,6.792746,6.80425,6.813919,6.818989,6.825374,6.834496,6.844527,6.852397,6.858148,6.863969,6.868757,6.872681,6.876173,6.881629,6.888009,6.894372,6.899731,6.904938,6.910418,6.914082,6.917245,6.920223,6.925425,6.932471
Multifamily,Residential: Key Indicators: Households: Multifamily: Reference case,Multifamily,AEO.2025.REF2025.KEI_HHD_RESD_MFR_NA_NA_USA_MILL.A,millions,1.0%,24.9123,25.268133,25.405643,25.522863,25.662849,26.028158,26.286943,26.603016,26.98473,29.118864,29.345842,29.613419,29.90048,30.209467,30.540232,30.886061,31.231289,34.017912,34.380152,34.797908,35.233668,35.702212,36.208348,36.726568,37.247472,37.754384,38.2287,38.669908,39.096772,39.507692,39.887748,40.244428,40.580072,40.897656,41.193408,41.472396,41.742612,42.01356,42.284568,42.555124,42.823944,43.093596,43.365544,43.639676
Single-Family,Residential: Key Indicators: Households: Single-Family: Reference case,Single-Family,AEO.2025.REF2025.KEI_HHD_RESD_SFR_NA_NA_USA_MILL.A,millions,0.9%,80.794464,81.319962,81.72509,82.108704,82.594589,83.622002,83.958359,84.623283,85.491219,81.091072,81.6912,82.370071,83.076721,83.805664,84.546066,85.295692,86.050064,88.609744,89.62004,90.63032,91.639304,92.631464,93.625664,94.613568,95.59912,96.580712,97.54232,98.4754,99.402584,100.314464,101.201392,102.063192,102.892176,103.692392,104.460888,105.208672,105.923744,106.617736,107.31068,107.999864,108.685976,109.369896,110.05512,110.741344
Total,Residential: Key Indicators: Households: Total: Reference case,Total,AEO.2025.REF2025.KEI_HHD_RESD_TEN_NA_NA_USA_MILL.A,millions,0.9%,112.479675,113.326042,113.778427,114.189644,114.722137,116.05571,116.562538,117.491974,118.730881,116.05352,116.7743,117.62355,118.528641,119.492714,120.495453,121.533249,122.580887,129.383557,130.74874,132.19857,133.665718,135.137926,136.647931,138.159125,139.671966,141.169592,142.615548,143.997705,145.357504,146.686126,147.957897,149.180301,150.348421,151.471677,152.542305,153.57544,154.566087,155.536234,156.505665,157.46907,158.427165,159.383715,160.346089,161.313491
,Residential: Liquefied Petroleum Gases: Cooking: Reference case,,,,,0.031191,0.030969,0.030578,0.030266,0.029879,0.029631,0.029148,0.028789,0.028469,0.028174,0.027889,0.027609,0.027332,0.027053,0.026768,0.026481,0.026219,0.02599,0.025799,0.025643,0.025515,0.025389,0.025255,0.025109,0.024955,0.024799,0.02464,0.024479,0.024314,,,,,,,,,,,,,,,
,Residential: Liquefied Petroleum Gases: Delivered Energy: Reference case,,,,,0.48146,0.45086,0.50743,0.561,0.54061,0.537677,0.521691,0.51575,0.510733,0.508208,0.506425,0.505033,0.503917,0.503703,0.503659,0.503619,0.503679,0.503923,0.50426,0.504649,0.505048,0.505377,0.505531,0.50557,0.505537,0.505417,0.505466,0.505496,0.505627,,,,,,,,,,,,,,,
,Residential: Liquefied Petroleum Gases: Other Uses: Reference case,,,,,0.142039,0.146926,0.142037,0.161259,0.161526,0.164025,0.164927,0.166781,0.168934,0.171688,0.174563,0.177415,0.180198,0.182944,0.185618,0.188258,0.190944,0.193713,0.196534,0.199394,0.202254,0.205095,0.20788,0.210642,0.213366,0.216059,0.218818,0.221554,0.224288,,,,,,,,,,,,,,,
,Residential: Liquefied Petroleum Gases: Space Heating: Reference case,,,,,0.21602,0.186526,0.256617,0.297171,0.283017,0.282463,0.270819,0.267325,0.264019,0.26151,0.259179,0.256887,0.254548,0.252258,0.249975,0.247707,0.245507,0.243435,0.241461,0.239578,0.237727,0.235909,0.234076,0.232256,0.230461,0.228622,0.226851,0.225063,0.223283,,,,,,,,,,,,,,,
,Residential: Liquefied Petroleum Gases: Water Heating: Reference case,,,,,0.092211,0.08644,0.078198,0.072304,0.066188,0.061558,0.056796,0.052855,0.049311,0.046837,0.044794,0.043122,0.041839,0.041449,0.041298,0.041173,0.041008,0.040786,0.040466,0.040034,0.039551,0.038984,0.03832,0.037564,0.036755,0.035938,0.035157,0.034399,0.033742,,,,,,,,,,,,,,,
Marketed Renewables (wood),Residential: Marketed Renewables (wood): Reference case,Marketed Renewables (wood),AEO.2025.REF2025.CNSM_NA_RESD_NA_MRW_NA_USA_QBTU.A,quads,-1.1%,0.406698,0.446055,0.428558,0.424012,0.430639,0.452785,0.427317,0.424862,0.426585,0.344501,0.329835,0.37998,0.367119,0.376461,0.384659,0.386174,0.381509,0.357584,0.365073,0.352246,0.346838,0.345279,0.34498,0.344814,0.342038,0.336949,0.332562,0.328059,0.323772,0.319233,0.314842,0.310594,0.306241,0.302069,0.298151,0.294177,0.290577,0.28699,0.283213,0.279879,0.277514,0.274616,0.271455,0.268551
Clothes Dryers,Residential: Natural Gas: Clothes Dryers: Reference case,Clothes Dryers,AEO.2025.REF2025.CNSM_NA_RESD_CDR_NG_NA_USA_QBTU.A,quads,1.6%,0.072398,0.072584,0.054333,0.055363,0.05649,0.057753,0.058062,0.058827,0.059347,0.051213,0.051313,0.051576,0.051773,0.052029,0.052335,0.052731,0.053132,0.039583,0.040473,0.04139,0.04225,0.043113,0.043962,0.044813,0.045595,0.04627,0.046877,0.047509,0.048207,0.048971,0.049776,0.0506,0.051413,0.05219,0.0529,0.053609,0.054324,0.055074,0.055846,0.056627,0.057436,0.058285,0.059154,0.060035
Cooking,Residential: Natural Gas: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_RESD_CGR_NG_NA_USA_QBTU.A,quads,0.4%,0.21659,0.217314,0.216206,0.215787,0.215516,0.216703,0.215688,0.215706,0.216015,0.210432,0.210796,0.211322,0.21192,0.212583,0.213281,0.214031,0.214869,0.077838,0.077799,0.077991,0.078186,0.078378,0.078579,0.078781,0.078972,0.079145,0.079308,0.079495,0.079721,0.079996,0.080322,0.080721,0.081159,0.08164,0.082152,0.082689,0.083224,0.083762,0.084311,0.084872,0.085446,0.086034,0.086643,0.087274
Delivered Energy,Residential: Natural Gas: Delivered Energy: Reference case,Delivered Energy,AEO.2025.REF2025.CNSM_NA_RESD_DELE_NG_NA_USA_QBTU.A,quads,-0.1%,4.83917,5.0068,4.89895,5.061,5.033328,5.153528,4.979026,4.9855,4.972289,4.505791,4.543099,4.916043,4.787631,4.774276,4.764735,4.762706,4.759621,4.60344,4.963999,4.997261,5.018284,5.02983,5.016961,4.996839,4.964945,4.918384,4.877681,4.837482,4.807419,4.783781,4.764816,4.748309,4.73129,4.711611,4.6862,4.658386,4.628924,4.600821,4.57409,4.547493,4.522217,4.499587,4.479399,4.460492
Other Uses,Residential: Natural Gas: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_RESD_OTHU_NG_NA_USA_QBTU.A,quads,0.0%,,,,,,,,,,0.24874,0.247304,0.246162,0.244469,0.242753,0.241142,0.239833,0.238417,0.608734,0.61351,0.618051,0.62128,0.623567,0.625116,0.626144,0.625812,0.623657,0.620763,0.618323,0.616761,0.616035,0.615906,0.616135,0.616414,0.616474,0.616,0.615248,0.614369,0.613696,0.613079,0.612404,0.611936,0.61178,0.611768,0.611849
Space Cooling,Residential: Natural Gas: Space Cooling: Reference case,Space Cooling,AEO.2025.REF2025.CNSM_NA_RESD_SPC_NG_NA_USA_QBTU.A,quads,-0.1%,0.0,0.0,0.0,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,0.024574,0.020975,0.019906,0.022169,0.021995,0.021792,0.021616,0.021428,0.063499,0.061018,0.061442,0.061518,0.061386,0.061158,0.060948,0.06071,0.060449,0.060203,0.059986,0.059868,0.05986,0.059936,0.060056,0.060238,0.060438,0.060651,0.060864,0.061082,0.061301,0.061499,0.061691,0.061884,0.062108,0.062353,0.062603
